student_id,cgpa,iq,placement
1361,9.38,98,1
1362,6.01,98,0
1363,7.99,109,1
1364,8.03,120,1
1365,8.52,88,1
1366,5.63,131,1
1367,8.44,99,1
1368,9.36,116,1
1369,5.86,102,0
1370,6.14,98,0
1371,9.66,142,1
1372,5.87,85,0
1373,9.1,126,1
1374,7.36,104,1
1375,6.19,94,0
1376,9.18,94,1
1377,7.14,143,1
1378,7.47,108,1
1379,6.72,118,1
1380,7.85,112,1
1381,5.78,111,0
1382,6.88,124,1
1383,9.65,85,1
1384,6.24,117,1
1385,8.15,88,0
1386,6.56,91,0
1387,8.71,93,1
1388,5.63,100,0
1389,9.66,89,1
1390,7.18,118,1
1391,6.13,144,1
1392,5.35,107,0
1393,5.81,127,1
1394,7.49,134,1
1395,6.62,109,1
1396,8.98,141,1
1397,7.07,135,1
1398,6.19,97,0
1399,7.96,108,1
1400,8.39,95,1
1401,5.8,136,1
1402,5.8,135,1
1403,5.18,101,0
1404,8.53,121,1
1405,8.19,97,1
1406,7.28,111,1
1407,9.05,104,1
1408,8.87,117,1
1409,7.81,126,1
1410,9.17,116,1
1411,5.99,92,0
1412,5.54,140,1
1413,6.29,113,1
1414,5.27,124,1
1415,7.55,103,1
1416,9.5,90,1
1417,5.19,128,1
1418,5.59,144,1
1419,7.17,123,1
1420,9.48,132,1
1421,6.52,125,1
1422,7.43,105,1
1423,5.2,141,1
1424,5.71,106,0
1425,9.74,126,1
1426,9.63,94,1
1427,5.02,94,0
1428,9.57,136,1
1429,8.07,113,1
1430,9.17,100,1
1431,7.18,85,0
1432,7.47,101,1
1433,7.35,114,1
1434,8.2,110,1
1435,5.67,137,1
1436,5.14,130,1
1437,6.48,103,0
1438,8.38,137,1
1439,5.97,105,0
1440,8.23,101,1
1441,9.66,130,1
1442,5.45,124,1
1443,8.23,105,1
1444,7.13,137,1
1445,9.17,125,1
1446,5.85,124,1
1447,8.32,129,1
1448,9.02,133,1
1449,9.53,103,1
1450,8.28,144,1
1451,7.39,91,0
1452,7.97,101,1
1453,9.17,85,1
1454,7.74,121,1
1455,5.15,141,1
1456,9.47,90,1
1457,8.31,110,1
1458,8.25,86,0
1459,6.04,143,1
1460,8.16,116,1
1461,6.89,141,1
1462,8.13,132,1
1463,5.51,138,1
1464,8.16,89,1
1465,9.8,121,1
1466,5.23,115,0
1467,9.69,96,1
1468,6.95,119,1
1469,9.18,114,1
1470,8.76,132,1
1471,7.72,90,0
1472,8.54,99,1
1473,9.22,99,1
1474,6.94,100,0
1475,6.57,104,0
1476,8.2,97,1
1477,8.88,128,1
1478,8.66,126,1
1479,8.83,130,1
1480,7.09,115,1
1481,8.93,118,1
1482,5.58,113,0
1483,7.61,87,0
1484,5.03,93,0
1485,6.56,95,0
1486,6.76,95,0
1487,6.9,109,1
1488,8.34,106,1
1489,6.87,126,1
1490,7.15,142,1
1491,6.14,130,1
1492,6.79,93,0
1493,6.09,104,0
1494,5.35,143,1
1495,7.9,105,1
1496,8.21,94,1
1497,7.97,106,1
1498,7.22,113,1
1499,6.82,93,0
1500,9.14,89,1
1501,7.49,124,1
1502,7.3,95,0
1503,5.12,85,0
1504,6.64,137,1
1505,6.82,126,1
1506,6.91,85,0
1507,7.78,142,1
1508,7.56,138,1
1509,7.92,123,1
1510,8.67,144,1
1511,8.9,130,1
1512,8.45,89,1
1513,9.59,133,1
1514,5.09,106,0
1515,5.94,110,0
1516,5.04,137,1
1517,8.11,90,1
1518,9.31,116,1
1519,6.17,132,1
1520,9.45,95,1
1521,5.29,94,0
1522,9.49,131,1
1523,6.69,123,1
1524,5.49,139,1
1525,7.33,118,1
1526,6.23,115,1
1527,6.37,96,0
1528,6.47,135,1
1529,8.85,128,1
1530,7.59,100,1
1531,6.49,122,1
1532,7.93,87,0
1533,8.44,86,1
1534,6.31,136,1
1535,6.99,89,0
1536,5.59,95,0
1537,5.87,142,1
1538,8.27,109,1
1539,5.87,119,1
1540,7.52,119,1
1541,8.4,106,1
1542,5.51,121,1
1543,7.72,106,1
1544,6.23,139,1
1545,9.62,95,1
1546,7.32,116,1
1547,8.87,119,1
1548,7.64,115,1
1549,5.21,129,1
1550,8.04,137,1
1551,9.57,92,1
1552,7.89,104,1
1553,8.93,126,1
1554,9.24,118,1
1555,6.09,88,0
1556,6.02,102,0
1557,7.93,135,1
1558,6.97,88,0
1559,9.03,104,1
1560,9.32,142,1
1561,6.7,93,0
1562,6.14,100,0
1563,8.75,110,1
1564,6.32,122,1
1565,8.95,109,1
1566,7.03,88,0
1567,8.2,125,1
1568,5.46,143,1
1569,7.99,129,1
1570,7.17,125,1
1571,7.82,122,1
1572,5.81,137,1
1573,8.54,103,1
1574,9.14,98,1
1575,6.04,105,0
1576,5.46,99,0
1577,5.11,87,0
1578,8.08,121,1
1579,7.91,137,1
1580,7.62,134,1
1581,6.11,130,1
1582,6.88,100,0
1583,7.85,98,1
1584,7.38,93,0
1585,9.74,131,1
1586,5.65,91,0
1587,8.34,98,1
1588,6.94,90,0
1589,7.06,105,1
1590,8.44,99,1
1591,8.32,136,1
1592,9.76,92,1
1593,5.62,118,1
1594,5.5,124,1
1595,8.48,85,0
1596,7.78,116,1
1597,6.32,142,1
1598,5.38,133,1
1599,5.41,135,1
1600,9.29,89,1
1601,5.92,114,1
1602,6.55,106,1
1603,6.09,104,0
1604,6.7,100,0
1605,5.33,91,0
1606,7.49,91,0
1607,5.32,134,1
1608,8.84,134,1
1609,6.12,86,0
1610,7.59,131,1
1611,9.22,98,1
1612,8.12,115,1
1613,7.56,134,1
1614,6.56,125,1
1615,6.6,98,0
1616,8.21,89,1
1617,9.77,95,1
1618,8.18,124,1
1619,7.68,89,0
1620,8.51,113,1
1621,7.23,95,0
1622,5.29,89,0
1623,7.7,133,1
1624,9.6,138,1
1625,5.84,116,1
1626,8.31,120,1
1627,5.96,99,0
1628,7.57,103,1
1629,5.46,106,0
1630,7.16,118,1
1631,8.63,140,1
1632,6.67,101,0
1633,8.19,96,1
1634,8.82,109,1
1635,9.45,140,1
1636,6.13,101,0
1637,6.92,94,0
1638,5.73,112,0
1639,9.76,141,1
1640,9.45,102,1
1641,7.59,135,1
1642,9.04,102,1
1643,7.5,129,1
1644,7.99,116,1
1645,5.43,98,0
1646,8.63,140,1
1647,5.61,100,0
1648,8.97,134,1
1649,8.75,142,1
1650,8.4,102,1
1651,5.17,100,0
1652,6.46,101,0
1653,6.26,91,0
1654,6.73,96,0
1655,5.42,118,1
1656,9.5,94,1
1657,7.66,89,0
1658,6.47,105,0
1659,6.91,87,0
1660,7.15,103,1
1661,7.88,129,1
1662,7.48,128,1
1663,9.41,119,1
1664,7.39,90,0
1665,9.76,98,1
1666,9.09,88,1
1667,6.0,129,1
1668,9.47,135,1
1669,5.56,102,0
1670,8.92,113,1
1671,6.83,119,1
1672,9.21,136,1
1673,9.17,122,1
1674,8.87,100,1
1675,8.79,104,1
1676,6.46,108,1
1677,5.39,119,1
1678,6.93,128,1
1679,5.83,135,1
1680,8.34,103,1
1681,6.66,140,1
1682,9.68,88,1
1683,8.08,117,1
1684,8.95,86,1
1685,5.64,97,0
1686,9.14,142,1
1687,9.43,129,1
1688,7.34,114,1
1689,7.91,118,1
1690,8.67,114,1
1691,5.84,135,1
1692,7.41,138,1
1693,6.91,108,1
1694,5.7,132,1
1695,6.76,128,1
1696,5.33,117,1
1697,5.12,125,1
1698,5.65,133,1
1699,9.62,94,1
1700,7.64,102,1
1701,9.64,103,1
1702,7.08,91,0
1703,6.5,141,1
1704,7.43,103,1
1705,7.11,108,1
1706,5.51,99,0
1707,8.08,125,1
1708,6.04,126,1
1709,7.97,107,1
1710,8.12,136,1
1711,5.73,136,1
1712,5.29,88,0
1713,8.75,122,1
1714,7.21,88,0
1715,5.28,89,0
1716,9.78,125,1
1717,5.28,128,1
1718,8.34,107,1
1719,9.72,124,1
1720,6.15,137,1
1721,5.68,121,1
1722,5.58,95,0
1723,6.46,139,1
1724,5.49,95,0
1725,8.32,97,1
1726,5.3,98,0
1727,7.45,144,1
1728,9.78,92,1
1729,8.91,109,1
1730,7.95,102,1
1731,6.47,135,1
1732,7.99,128,1
1733,7.53,128,1
1734,7.05,102,1
1735,5.63,94,0
1736,9.26,91,1
1737,7.16,144,1
1738,5.93,134,1
1739,6.77,128,1
1740,6.99,98,0
1741,8.97,99,1
1742,8.52,100,1
1743,8.69,86,1
1744,5.05,114,0
1745,7.0,114,1
1746,7.31,102,1
1747,5.09,115,0
1748,6.25,128,1
1749,8.65,132,1
1750,5.66,97,0
1751,7.57,104,1
1752,6.03,133,1
1753,5.06,134,1
1754,6.16,119,1
1755,9.68,107,1
1756,8.85,126,1
1757,9.61,117,1
1758,7.34,122,1
1759,5.53,119,1
1760,7.63,135,1
1761,7.18,120,1
1762,9.05,104,1
1763,5.47,139,1
1764,7.34,87,0
1765,5.72,92,0
1766,6.56,124,1
1767,8.54,143,1
1768,7.28,116,1
1769,6.8,113,1
1770,6.89,91,0
1771,7.21,86,0
1772,8.77,105,1
1773,9.28,90,1
1774,9.59,112,1
1775,8.78,132,1
1776,6.51,126,1
1777,8.3,120,1
1778,7.1,116,1
1779,6.22,129,1
1780,9.04,126,1
1781,5.18,137,1
1782,9.33,130,1
1783,7.22,93,0
1784,8.06,95,1
1785,8.16,107,1
1786,9.3,134,1
1787,8.06,95,1
1788,7.95,133,1
1789,5.32,86,0
1790,7.49,87,0
1791,5.72,95,0
1792,8.54,134,1
1793,7.46,143,1
1794,8.27,119,1
1795,5.2,142,1
1796,5.41,99,0
1797,8.44,127,1
1798,5.35,95,0
1799,5.34,115,0
1800,5.06,112,0
1801,9.59,112,1
1802,8.54,116,1
1803,6.7,109,1
1804,6.42,104,0
1805,6.68,112,1
1806,8.72,109,1
1807,8.17,95,1
1808,5.89,103,0
1809,5.84,112,1
1810,5.47,85,0
1811,8.17,143,1
1812,8.67,89,1
1813,6.27,94,0
1814,5.1,126,1
1815,5.39,130,1
1816,9.65,118,1
1817,6.42,120,1
1818,8.69,86,1
1819,8.0,102,1
1820,6.83,97,0
1821,5.99,135,1
1822,5.58,89,0
1823,7.95,104,1
1824,8.72,86,1
1825,8.09,95,1
1826,7.55,114,1
1827,5.2,116,0
1828,9.65,116,1
1829,8.83,142,1
1830,6.41,134,1
1831,9.7,122,1
1832,7.89,139,1
1833,7.8,112,1
1834,8.59,94,1
1835,8.9,106,1
1836,8.15,139,1
1837,5.61,101,0
1838,6.62,106,1
1839,9.45,127,1
1840,6.08,103,0
1841,6.79,101,0
1842,7.07,108,1
1843,7.11,120,1
1844,7.94,116,1
1845,9.53,142,1
1846,6.16,140,1
1847,5.58,142,1
1848,5.95,130,1
1849,9.26,143,1
1850,8.1,136,1
1851,6.37,120,1
1852,8.92,112,1
1853,9.13,98,1
1854,9.06,142,1
1855,9.41,120,1
1856,6.21,90,0
1857,8.62,93,1
1858,7.21,105,1
1859,9.04,96,1
1860,8.5,142,1
1861,8.73,114,1
1862,8.15,115,1
1863,5.85,124,1
1864,7.62,140,1
1865,9.73,88,1
1866,9.5,115,1
1867,5.21,111,0
1868,5.79,142,1
1869,5.63,141,1
1870,8.48,109,1
1871,8.93,89,1
1872,6.02,90,0
1873,7.43,89,0
1874,9.04,135,1
1875,8.52,111,1
1876,7.6,92,0
1877,7.83,93,1
1878,7.44,99,1
1879,6.43,120,1
1880,7.71,141,1
1881,8.31,125,1
1882,9.19,91,1
1883,8.05,116,1
1884,8.65,92,1
1885,5.77,131,1
1886,7.22,135,1
1887,5.04,99,0
1888,6.18,121,1
1889,8.49,103,1
1890,9.76,123,1
1891,5.48,90,0
1892,6.93,143,1
1893,8.84,103,1
1894,5.98,141,1
1895,7.66,112,1
1896,8.52,101,1
1897,7.96,126,1
1898,5.9,103,0
1899,6.71,115,1
1900,8.76,95,1
1901,7.66,99,1
1902,5.03,94,0
1903,8.65,127,1
1904,5.17,107,0
1905,8.58,87,1
1906,5.97,87,0
1907,9.6,102,1
1908,6.77,109,1
1909,6.57,127,1
1910,5.71,104,0
1911,6.47,142,1
1912,9.21,113,1
1913,9.78,106,1
1914,6.77,134,1
1915,7.15,141,1
1916,8.47,99,1
1917,9.25,123,1
1918,7.85,94,1
1919,6.88,105,1
1920,6.98,139,1
1921,8.34,136,1
1922,5.02,113,0
1923,7.97,116,1
1924,6.71,94,0
1925,8.81,97,1
1926,5.45,131,1
1927,7.82,107,1
1928,7.31,134,1
1929,8.08,107,1
1930,5.31,115,0
1931,7.78,88,0
1932,7.7,136,1
1933,7.69,133,1
1934,7.9,144,1
1935,8.25,87,0
1936,8.86,105,1
1937,6.3,137,1
1938,8.96,86,1
1939,7.39,88,0
1940,5.37,85,0
1941,5.28,99,0
1942,6.6,141,1
1943,8.77,117,1
1944,8.4,90,1
1945,8.79,91,1
1946,7.48,103,1
1947,7.11,128,1
1948,5.71,85,0
1949,6.58,123,1
1950,7.08,103,1
1951,5.43,129,1
1952,6.06,110,1
1953,7.87,128,1
1954,8.53,96,1
1955,9.79,106,1
1956,9.48,97,1
1957,8.08,112,1
1958,7.02,98,0
1959,8.05,106,1
1960,8.77,114,1
1961,5.57,128,1
1962,6.97,104,1
1963,9.03,128,1
1964,6.84,111,1
1965,7.74,122,1
1966,7.82,143,1
1967,5.89,126,1
1968,6.74,136,1
1969,6.61,140,1
1970,5.13,125,1
1971,5.12,118,0
1972,8.99,123,1
1973,6.31,125,1
1974,7.49,141,1
1975,6.43,128,1
1976,9.52,121,1
1977,6.24,85,0
1978,7.06,138,1
1979,9.19,99,1
1980,9.04,116,1
1981,5.89,92,0
1982,8.85,117,1
1983,7.2,102,1
1984,7.32,129,1
1985,5.64,113,0
1986,5.39,116,0
1987,8.49,117,1
1988,7.38,89,0
1989,7.1,102,1
1990,8.5,132,1
1991,8.67,142,1
1992,5.76,94,0
1993,7.93,120,1
1994,5.65,117,1
1995,8.61,107,1
1996,8.15,124,1
1997,9.59,89,1
1998,5.33,118,1
1999,5.27,108,0
2000,6.35,101,0
2001,6.26,115,1
2002,6.19,91,0
2003,9.35,101,1
2004,6.2,112,1
2005,6.31,122,1
2006,8.65,106,1
2007,7.16,99,1
2008,8.73,121,1
2009,5.31,99,0
2010,7.34,134,1
2011,5.16,134,1
2012,5.3,109,0
2013,9.35,137,1
2014,5.67,105,0
2015,7.56,139,1
2016,6.97,122,1
2017,6.67,86,0
2018,9.32,111,1
2019,5.1,133,1
2020,8.19,116,1
2021,9.62,105,1
2022,7.69,88,0
2023,9.5,128,1
2024,5.25,103,0
2025,7.01,86,0
2026,6.25,110,1
2027,8.51,118,1
2028,9.71,98,1
2029,6.23,99,0
2030,8.14,104,1
2031,5.95,118,1
2032,7.71,120,1
2033,7.23,103,1
2034,9.67,93,1
2035,7.92,91,1
2036,6.68,114,1
2037,5.55,97,0
2038,5.73,111,0
2039,6.08,128,1
2040,6.2,119,1
2041,9.08,97,1
2042,7.69,99,1
2043,7.51,130,1
2044,5.55,140,1
2045,9.13,93,1
2046,8.47,129,1
2047,5.32,107,0
2048,8.4,138,1
2049,7.61,120,1
2050,5.39,137,1
2051,7.2,124,1
2052,7.33,87,0
2053,5.8,118,1
2054,9.54,103,1
2055,9.08,112,1
2056,8.21,107,1
2057,7.22,124,1
2058,6.98,133,1
2059,8.12,129,1
2060,7.62,91,0
2061,5.3,125,1
2062,7.46,96,1
2063,8.87,98,1
2064,7.2,130,1
2065,5.25,99,0
2066,8.77,87,1
2067,5.97,99,0
2068,6.24,135,1
2069,5.79,108,0
2070,6.59,136,1
2071,8.63,130,1
2072,7.49,92,0
2073,5.98,89,0
2074,9.21,135,1
2075,9.22,88,1
2076,9.18,98,1
2077,6.15,100,0
2078,7.17,104,1
2079,9.73,108,1
2080,8.71,90,1
2081,5.13,139,1
2082,5.31,141,1
2083,7.23,115,1
2084,9.36,90,1
2085,7.59,119,1
2086,7.39,99,1
2087,5.51,113,0
2088,8.15,87,0
2089,8.95,95,1
2090,6.83,87,0
2091,8.72,112,1
2092,9.63,94,1
2093,5.98,134,1
2094,7.51,117,1
2095,6.38,132,1
2096,8.81,100,1
2097,7.77,143,1
2098,8.05,94,1
2099,8.83,117,1
2100,6.9,120,1
2101,9.39,87,1
2102,7.56,89,0
2103,5.76,96,0
2104,8.34,141,1
2105,8.81,128,1
2106,6.52,97,0
2107,9.11,108,1
2108,9.35,128,1
2109,6.33,141,1
2110,9.72,116,1
2111,5.68,100,0
2112,5.97,116,1
2113,5.88,129,1
2114,9.29,121,1
2115,8.14,140,1
2116,5.73,120,1
2117,7.11,105,1
2118,7.95,131,1
2119,5.4,96,0
2120,9.24,135,1
2121,8.86,105,1
2122,7.42,144,1
2123,9.64,135,1
2124,7.01,105,1
2125,9.72,127,1
2126,8.21,137,1
2127,8.05,90,1
2128,5.8,93,0
2129,9.23,85,1
2130,7.05,96,0
2131,5.78,142,1
2132,5.06,98,0
2133,7.69,90,0
2134,7.53,85,0
2135,8.45,106,1
2136,9.27,118,1
2137,5.38,140,1
2138,8.51,95,1
2139,5.9,87,0
2140,9.12,126,1
2141,8.93,90,1
2142,7.6,90,0
2143,8.41,104,1
2144,6.51,105,1
2145,7.26,86,0
2146,8.94,110,1
2147,7.2,115,1
2148,6.72,110,1
2149,7.37,140,1
2150,8.98,116,1
2151,6.61,94,0
2152,5.83,107,0
2153,8.42,142,1
2154,8.96,90,1
2155,5.48,107,0
2156,6.15,112,1
2157,5.68,133,1
2158,6.67,114,1
2159,7.16,98,0
2160,8.59,121,1
2161,8.13,139,1
2162,7.98,116,1
2163,6.69,133,1
2164,9.04,118,1
2165,7.26,125,1
2166,9.7,128,1
2167,8.04,135,1
2168,5.61,106,0
2169,8.25,115,1
2170,6.56,91,0
2171,8.29,125,1
2172,5.33,105,0
2173,5.84,100,0
2174,9.11,104,1
2175,6.09,127,1
2176,9.02,128,1
2177,6.34,131,1
2178,8.09,134,1
2179,8.33,103,1
2180,7.46,132,1
2181,6.47,116,1
2182,6.02,99,0
2183,5.16,89,0
2184,6.46,95,0
2185,8.14,99,1
2186,9.5,113,1
2187,9.18,134,1
2188,8.68,129,1
2189,8.78,88,1
2190,8.19,133,1
2191,6.25,120,1
2192,9.35,132,1
2193,8.22,107,1
2194,7.69,99,1
2195,5.53,130,1
2196,7.15,128,1
2197,7.21,87,0
2198,9.15,116,1
2199,7.62,94,1
2200,6.83,124,1
2201,9.69,122,1
2202,5.53,106,0
2203,7.03,98,0
2204,5.2,101,0
2205,8.55,105,1
2206,9.41,135,1
2207,6.34,132,1
2208,9.12,99,1
2209,6.4,142,1
2210,9.37,99,1
2211,8.62,85,1
2212,8.86,108,1
2213,5.09,139,1
2214,9.62,139,1
2215,8.49,96,1
2216,6.46,94,0
2217,8.98,130,1
2218,6.35,126,1
2219,9.19,126,1
2220,5.54,136,1
2221,8.38,115,1
2222,7.6,95,1
2223,5.46,138,1
2224,6.16,100,0
2225,5.06,93,0
2226,7.25,131,1
2227,6.45,98,0
2228,7.87,103,1
2229,6.43,115,1
2230,6.44,93,0
2231,8.57,120,1
2232,5.23,137,1
2233,9.33,123,1
2234,9.09,138,1
2235,8.21,110,1
2236,7.85,92,1
2237,9.28,108,1
2238,5.89,92,0
2239,5.38,103,0
2240,6.15,131,1
2241,8.81,132,1
2242,5.17,114,0
2243,7.8,142,1
2244,9.78,106,1
2245,9.11,139,1
2246,7.5,93,0
2247,5.31,142,1
2248,8.99,142,1
2249,7.88,128,1
2250,5.55,132,1
2251,5.45,88,0
2252,9.37,121,1
2253,8.21,92,1
2254,8.98,85,1
2255,9.22,112,1
2256,7.74,90,0
2257,7.48,131,1
2258,7.07,120,1
2259,6.52,137,1
2260,7.09,95,0
2261,8.71,89,1
2262,7.89,134,1
2263,9.28,108,1
2264,7.13,131,1
2265,7.91,102,1
2266,8.03,104,1
2267,7.84,112,1
2268,8.37,97,1
2269,6.14,89,0
2270,7.46,114,1
2271,5.5,85,0
2272,6.85,106,1
2273,7.34,102,1
2274,8.13,130,1
2275,9.56,89,1
2276,7.88,115,1
2277,8.57,90,1
2278,7.43,111,1
2279,8.04,140,1
2280,5.34,109,0
2281,6.22,113,1
2282,6.74,112,1
2283,7.27,100,1
2284,5.22,138,1
2285,5.67,137,1
2286,6.33,96,0
2287,9.66,104,1
2288,6.59,102,0
2289,7.31,118,1
2290,5.94,139,1
2291,7.93,137,1
2292,6.35,107,1
2293,5.99,129,1
2294,7.48,111,1
2295,5.03,133,1
2296,5.04,101,0
2297,6.05,132,1
2298,5.18,105,0
2299,5.52,134,1
2300,6.63,124,1
2301,8.85,115,1
2302,7.75,87,0
2303,7.46,101,1
2304,6.41,134,1
2305,9.47,142,1
2306,6.91,110,1
2307,5.42,107,0
2308,7.96,90,0
2309,5.55,112,0
2310,6.66,92,0
2311,7.44,139,1
2312,9.2,142,1
2313,7.37,129,1
2314,8.37,92,1
2315,9.77,103,1
2316,5.63,122,1
2317,6.32,113,1
2318,6.89,107,1
2319,7.02,131,1
2320,6.97,116,1
2321,9.36,94,1
2322,8.43,111,1
2323,7.92,133,1
2324,6.48,85,0
2325,8.95,123,1
2326,9.58,113,1
2327,8.94,143,1
2328,5.01,129,1
2329,8.05,87,0
2330,5.25,135,1
2331,6.24,131,1
2332,5.29,121,1
2333,7.9,115,1
2334,8.3,95,1
2335,5.55,106,0
2336,6.84,102,1
2337,7.19,119,1
2338,6.77,90,0
2339,5.58,87,0
2340,7.01,89,0
2341,8.61,93,1
2342,5.34,112,0
2343,5.38,103,0
2344,6.7,112,1
2345,9.52,111,1
2346,8.21,97,1
2347,8.26,122,1
2348,6.74,127,1
2349,7.85,137,1
2350,5.05,105,0
2351,8.05,111,1
2352,9.38,130,1
2353,7.94,90,0
2354,9.19,122,1
2355,8.48,133,1
2356,5.58,95,0
2357,9.33,131,1
2358,5.32,125,1
2359,7.56,137,1
2360,5.68,101,0
2361,5.06,140,1
2362,7.03,123,1
2363,6.42,91,0
2364,7.33,114,1
2365,7.77,105,1
2366,5.21,85,0
2367,5.59,109,0
2368,7.68,116,1
2369,6.65,143,1
2370,8.5,141,1
2371,8.13,92,1
2372,9.06,89,1
2373,8.32,114,1
2374,7.06,135,1
2375,8.23,92,1
2376,6.32,133,1
2377,6.47,103,0
2378,8.79,128,1
2379,7.14,143,1
2380,8.83,139,1
2381,8.95,114,1
2382,9.12,99,1
2383,9.4,120,1
2384,7.07,139,1
2385,6.53,128,1
2386,7.79,111,1
2387,6.78,97,0
2388,7.89,98,1
2389,8.39,121,1
2390,8.3,138,1
2391,6.8,132,1
2392,5.8,114,1
2393,7.07,123,1
2394,5.68,131,1
2395,9.27,97,1
2396,6.66,142,1
2397,5.74,100,0
2398,5.12,128,1
2399,8.1,91,1
2400,8.06,132,1
2401,6.63,139,1
2402,5.34,139,1
2403,6.97,111,1
2404,6.49,129,1
2405,8.25,139,1
2406,7.91,119,1
2407,6.75,99,0
2408,6.05,112,1
2409,9.74,119,1
2410,7.18,91,0
2411,8.3,134,1
2412,5.67,130,1
2413,7.33,134,1
2414,5.13,135,1
2415,7.43,130,1
2416,9.63,104,1
2417,6.84,116,1
2418,5.19,122,1
2419,5.15,124,1
2420,6.86,116,1
2421,5.77,110,0
2422,5.11,142,1
2423,8.63,123,1
2424,7.2,104,1
2425,6.39,102,0
2426,9.32,134,1
2427,5.56,99,0
2428,9.59,136,1
2429,6.51,106,1
2430,9.26,135,1
2431,7.89,106,1
2432,8.97,137,1
2433,9.72,105,1
2434,6.38,86,0
2435,9.61,124,1
2436,6.87,137,1
2437,6.85,127,1
2438,6.63,102,0
2439,7.6,107,1
2440,5.74,97,0
2441,7.66,125,1
2442,7.6,93,0
2443,8.66,133,1
2444,9.0,91,1
2445,7.11,125,1
2446,6.45,138,1
2447,6.24,85,0
2448,5.93,86,0
2449,5.28,88,0
2450,6.64,98,0
2451,6.3,116,1
2452,9.64,120,1
2453,7.68,86,0
2454,6.67,124,1
2455,7.79,134,1
2456,5.67,135,1
2457,7.13,98,0
2458,8.01,104,1
2459,7.35,109,1
2460,6.93,126,1
2461,9.77,133,1
2462,9.23,92,1
2463,7.99,112,1
2464,7.73,130,1
2465,7.98,105,1
2466,5.97,107,0
2467,6.9,116,1
2468,5.19,92,0
2469,7.28,115,1
2470,7.61,121,1
2471,6.09,100,0
2472,9.63,124,1
2473,9.37,126,1
2474,8.47,111,1
2475,7.56,124,1
2476,9.18,125,1
2477,5.63,102,0
2478,8.79,119,1
2479,5.6,133,1
2480,8.81,136,1
2481,6.32,99,0
2482,9.21,137,1
2483,9.53,111,1
2484,5.71,101,0
2485,7.22,124,1
2486,9.71,86,1
2487,7.32,133,1
2488,9.15,134,1
2489,7.83,115,1
2490,6.8,121,1
2491,6.37,125,1
2492,5.98,125,1
2493,8.66,118,1
2494,6.86,118,1
2495,7.45,135,1
2496,7.36,139,1
2497,7.77,143,1
2498,9.15,87,1
2499,9.71,101,1
2500,6.96,98,0
2501,8.97,98,1
2502,8.67,130,1
2503,7.75,122,1
2504,9.59,119,1
2505,5.96,85,0
2506,5.52,132,1
2507,9.1,113,1
2508,7.11,88,0
2509,9.07,117,1
2510,9.29,101,1
2511,5.3,112,0
2512,9.24,134,1
2513,7.15,110,1
2514,7.45,92,0
2515,8.01,118,1
2516,9.45,143,1
2517,5.09,102,0
2518,7.29,115,1
2519,8.3,143,1
2520,8.47,111,1
2521,8.32,100,1
2522,5.65,142,1
2523,6.44,94,0
2524,6.72,124,1
2525,8.86,96,1
2526,6.34,106,0
2527,6.01,100,0
2528,9.6,96,1
2529,5.04,95,0
2530,9.79,104,1
2531,8.25,135,1
2532,8.98,85,1
2533,6.41,111,1
2534,5.07,87,0
2535,8.54,96,1
2536,9.0,114,1
2537,8.55,93,1
2538,5.69,137,1
2539,8.62,138,1
2540,8.69,121,1
2541,8.16,85,0
2542,8.68,126,1
2543,9.06,133,1
2544,7.95,88,0
2545,5.43,99,0
2546,7.34,135,1
2547,5.37,111,0
2548,6.96,92,0
2549,6.95,144,1
2550,5.32,144,1
2551,6.67,107,1
2552,5.53,99,0
2553,8.88,111,1
2554,9.55,115,1
2555,5.35,123,1
2556,9.58,131,1
2557,7.51,92,0
2558,6.44,114,1
2559,5.37,142,1
2560,7.4,139,1
2561,8.81,126,1
2562,8.39,102,1
2563,5.24,88,0
2564,5.35,131,1
2565,6.93,127,1
2566,6.42,106,1
2567,6.12,87,0
2568,6.35,99,0
2569,8.86,119,1
2570,9.46,131,1
2571,6.94,122,1
2572,9.35,117,1
2573,6.54,98,0
2574,7.29,132,1
2575,6.08,85,0
2576,8.07,137,1
2577,9.7,133,1
2578,7.9,110,1
2579,6.72,92,0
2580,8.11,134,1
2581,5.59,100,0
2582,9.27,122,1
2583,7.41,94,0
2584,7.16,126,1
2585,7.81,121,1
2586,8.0,110,1
2587,5.34,112,0
2588,8.28,96,1
2589,6.16,104,0
2590,8.43,133,1
2591,8.95,98,1
2592,8.86,130,1
2593,7.65,119,1
2594,7.5,113,1
2595,5.69,96,0
2596,8.72,136,1
2597,6.3,102,0
2598,7.38,128,1
2599,6.36,86,0
2600,5.64,86,0
2601,8.02,143,1
2602,5.26,101,0
2603,8.59,94,1
2604,6.52,102,0
2605,5.0,106,0
2606,7.45,103,1
2607,5.22,142,1
2608,6.33,137,1
2609,8.39,85,0
2610,5.3,108,0
2611,9.03,120,1
2612,5.02,109,0
2613,6.18,120,1
2614,8.56,115,1
2615,6.52,115,1
2616,5.49,86,0
2617,6.73,103,1
2618,6.3,137,1
2619,9.05,96,1
2620,6.5,94,0
2621,8.79,115,1
2622,9.28,129,1
2623,7.08,106,1
2624,9.37,107,1
2625,6.81,136,1
2626,9.63,107,1
2627,5.43,99,0
2628,8.3,110,1
2629,7.37,87,0
2630,6.86,107,1
2631,8.04,104,1
